cas,mutator,anntations,percentage,accepted?,loc,blame error?,analyse time,constraints,hit as normal,hit as strict,Normal,Strict,Wrong dynamic
blackscholes,arithmetic,131,999,true,270,true,250,5803,true,true,7,7,3
blackscholes,arithmetic,131,-1,true,270,true,100,1158,true,true,5,2,2
blackscholes,arithmetic,131,89.31,true,152,true,143,3849,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,206,3838,true,true,3,3,3
blackscholes,arithmetic,131,70.23,true,152,true,80,2165,true,true,5,2,2
blackscholes,arithmetic,131,60.31,true,152,true,79,2118,true,true,5,2,2
blackscholes,arithmetic,131,50.38,true,152,true,83,2049,true,true,5,2,2
blackscholes,arithmetic,131,45.8,true,152,true,98,2025,true,true,5,2,2
blackscholes,arithmetic,131,41.22,true,152,true,98,1983,true,true,5,2,2
blackscholes,arithmetic,131,33.59,true,152,true,58,1168,true,true,5,2,2
blackscholes,arithmetic,131,23.66,true,152,true,65,1143,true,true,5,2,2
blackscholes,arithmetic,131,14.5,true,152,true,60,1212,true,true,5,2,2
blackscholes,arithmetic,131,999,true,270,true,241,5808,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,66,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,142,3882,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,145,3843,true,true,3,3,3
blackscholes,arithmetic,131,70.23,true,152,true,75,2058,true,true,3,3,3
blackscholes,arithmetic,131,60.31,true,152,true,78,2076,true,true,3,3,3
blackscholes,arithmetic,131,51.15,true,152,true,122,2176,true,true,3,3,3
blackscholes,arithmetic,131,44.27,true,152,true,107,1998,true,true,3,3,3
blackscholes,arithmetic,131,41.22,true,152,true,97,1944,true,true,3,3,3
blackscholes,arithmetic,131,32.82,true,152,true,98,1925,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,63,1126,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,60,1211,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,237,5807,true,true,4,4,3
blackscholes,arithmetic,131,-1,true,270,true,68,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,142,3881,true,true,4,4,3
blackscholes,arithmetic,131,79.39,true,152,true,145,3842,true,true,4,4,3
blackscholes,arithmetic,131,70.23,true,152,true,116,3132,true,true,4,4,3
blackscholes,arithmetic,131,60.31,true,152,true,56,1394,true,true,4,4,3
blackscholes,arithmetic,131,50.38,true,152,true,111,2025,true,true,4,4,3
blackscholes,arithmetic,131,45.8,true,152,true,94,1996,true,true,4,4,3
blackscholes,arithmetic,131,41.22,true,152,true,100,1961,true,true,4,4,3
blackscholes,arithmetic,131,32.82,true,152,true,97,1788,true,true,4,4,3
blackscholes,arithmetic,131,23.66,true,152,true,66,1130,true,true,4,4,3
blackscholes,arithmetic,131,14.5,true,152,true,62,1211,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,262,5807,true,true,4,4,3
blackscholes,arithmetic,131,-1,true,270,true,67,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,149,3881,true,true,4,4,3
blackscholes,arithmetic,131,79.39,true,152,true,142,3842,true,true,4,4,3
blackscholes,arithmetic,131,70.23,true,152,true,76,2152,true,true,3,3,3
blackscholes,arithmetic,131,60.31,true,152,true,77,2148,true,true,3,3,3
blackscholes,arithmetic,131,51.15,true,152,true,100,2183,true,true,3,3,3
blackscholes,arithmetic,131,44.27,true,152,true,108,2001,true,true,3,3,3
blackscholes,arithmetic,131,41.22,true,152,true,98,2006,true,true,3,3,3
blackscholes,arithmetic,131,33.59,true,152,true,57,1134,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,63,1127,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,59,1211,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,234,5807,true,true,4,4,3
blackscholes,arithmetic,131,-1,true,270,true,66,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,139,3853,true,true,4,4,3
blackscholes,arithmetic,131,79.39,true,152,true,140,3842,true,true,3,3,3
blackscholes,arithmetic,131,70.23,true,152,true,124,2158,true,true,3,3,3
blackscholes,arithmetic,131,60.31,true,152,true,143,2122,true,true,3,3,3
blackscholes,arithmetic,131,51.15,true,152,true,110,2175,true,true,3,3,3
blackscholes,arithmetic,131,44.27,true,152,true,101,2022,true,true,3,3,3
blackscholes,arithmetic,131,41.22,true,152,true,134,1975,true,true,3,3,3
blackscholes,arithmetic,131,33.59,true,152,true,76,1144,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,68,1127,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,60,1211,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,244,5807,true,true,4,4,3
blackscholes,arithmetic,131,-1,true,270,true,69,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,143,3853,true,true,4,4,3
blackscholes,arithmetic,131,79.39,true,152,true,140,3842,true,true,4,4,3
blackscholes,arithmetic,131,70.23,true,152,true,107,2878,true,true,4,4,3
blackscholes,arithmetic,131,60.31,true,152,true,79,2119,true,true,4,4,3
blackscholes,arithmetic,131,51.15,true,152,true,112,2173,true,true,4,4,3
blackscholes,arithmetic,131,44.27,true,152,true,108,1996,true,true,4,4,3
blackscholes,arithmetic,131,41.22,true,152,true,100,2006,true,true,4,4,3
blackscholes,arithmetic,131,32.82,true,152,true,96,1927,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,62,1125,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,60,1195,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,239,5807,true,true,4,4,3
blackscholes,arithmetic,131,-1,true,270,true,67,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,140,3853,true,true,4,4,3
blackscholes,arithmetic,131,79.39,true,152,true,141,3842,true,true,4,4,3
blackscholes,arithmetic,131,70.23,true,152,true,107,2875,true,true,4,4,3
blackscholes,arithmetic,131,60.31,true,152,true,87,2136,true,true,4,4,3
blackscholes,arithmetic,131,51.15,true,152,true,120,2182,true,true,4,4,3
blackscholes,arithmetic,131,44.27,true,152,true,108,1981,true,true,4,4,3
blackscholes,arithmetic,131,41.22,true,152,true,103,1962,true,true,4,4,3
blackscholes,arithmetic,131,32.82,true,152,true,95,1907,true,true,4,4,3
blackscholes,arithmetic,131,23.66,true,152,true,62,1125,true,true,4,4,3
blackscholes,arithmetic,131,14.5,true,152,true,62,1193,true,true,4,4,3
blackscholes,arithmetic,131,999,true,270,true,238,5807,true,true,4,4,3
blackscholes,arithmetic,131,-1,true,270,true,65,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,142,3881,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,143,3842,true,true,3,3,3
blackscholes,arithmetic,131,70.23,true,152,true,77,2119,true,true,3,3,3
blackscholes,arithmetic,131,60.31,true,152,true,88,2143,true,true,3,3,3
blackscholes,arithmetic,131,51.15,true,152,true,119,2167,true,true,3,3,3
blackscholes,arithmetic,131,44.27,true,152,true,112,2033,true,true,3,3,3
blackscholes,arithmetic,131,41.22,true,152,true,99,2001,true,true,3,3,3
blackscholes,arithmetic,131,32.82,true,152,true,94,1913,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,62,1125,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,61,1196,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,238,5807,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,69,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,140,3881,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,142,3842,true,true,3,3,3
blackscholes,arithmetic,131,70.23,true,152,true,80,2155,true,true,3,3,3
blackscholes,arithmetic,131,60.31,true,152,true,87,2139,true,true,3,3,3
blackscholes,arithmetic,131,51.15,true,152,true,120,2158,true,true,3,3,3
blackscholes,arithmetic,131,44.27,true,152,true,109,1994,true,true,3,3,3
blackscholes,arithmetic,131,41.22,true,152,true,97,1957,true,true,3,3,3
blackscholes,arithmetic,131,32.82,true,152,true,95,1913,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,63,1125,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,61,1191,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,254,5807,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,69,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,142,3881,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,145,3842,true,true,3,3,3
blackscholes,arithmetic,131,70.23,true,152,true,80,2158,true,true,3,3,3
blackscholes,arithmetic,131,60.31,true,152,true,88,2136,true,true,3,3,3
blackscholes,arithmetic,131,51.15,true,152,true,120,2190,true,true,3,3,3
blackscholes,arithmetic,131,44.27,true,152,true,108,1993,true,true,3,3,3
blackscholes,arithmetic,131,41.22,true,152,true,98,1963,true,true,3,3,3
blackscholes,arithmetic,131,32.82,true,152,true,95,1911,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,63,1126,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,60,1198,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,236,5806,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,68,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,142,3880,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,145,3841,true,true,3,3,3
blackscholes,arithmetic,131,70.23,true,152,true,82,2159,true,true,3,3,3
blackscholes,arithmetic,131,60.31,true,152,true,78,2140,true,true,3,3,3
blackscholes,arithmetic,131,51.15,true,152,true,108,2176,true,true,3,3,3
blackscholes,arithmetic,131,44.27,true,152,true,111,2034,true,true,3,3,3
blackscholes,arithmetic,131,41.22,true,152,true,98,1967,true,true,3,3,3
blackscholes,arithmetic,131,32.82,true,152,true,94,1909,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,62,1126,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,62,1211,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,240,5808,true,true,25,25,3
blackscholes,arithmetic,131,-1,true,270,true,68,1129,true,true,14,14,3
blackscholes,arithmetic,131,89.31,true,152,true,149,3882,true,true,25,25,3
blackscholes,arithmetic,131,79.39,true,152,true,148,3843,true,true,25,25,3
blackscholes,arithmetic,131,70.23,true,152,true,80,2159,true,true,15,15,3
blackscholes,arithmetic,131,60.31,true,152,true,89,2155,true,true,15,15,3
blackscholes,arithmetic,131,51.15,true,152,true,119,2183,true,true,15,15,3
blackscholes,arithmetic,131,44.27,true,152,true,122,2276,true,true,15,15,3
blackscholes,arithmetic,131,41.22,true,152,true,98,1977,true,true,15,15,3
blackscholes,arithmetic,131,32.82,true,152,true,115,1891,true,true,15,15,3
blackscholes,arithmetic,131,23.66,true,152,true,62,1126,true,true,15,15,3
blackscholes,arithmetic,131,14.5,true,152,true,61,1211,true,true,15,15,3
blackscholes,arithmetic,131,999,true,270,true,240,5792,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,66,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,141,3866,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,141,3843,true,true,3,3,3
blackscholes,arithmetic,131,70.23,true,152,true,72,2077,true,true,3,3,3
blackscholes,arithmetic,131,60.31,true,152,true,84,2066,true,true,3,3,3
blackscholes,arithmetic,131,51.15,true,152,true,117,2153,true,true,3,3,3
blackscholes,arithmetic,131,44.27,true,152,true,111,2014,true,true,3,3,3
blackscholes,arithmetic,131,41.22,true,152,true,98,2028,true,true,3,3,3
blackscholes,arithmetic,131,32.82,true,152,true,93,1909,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,62,1126,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,61,1196,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,236,5806,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,67,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,145,3881,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,146,3842,true,true,3,3,3
blackscholes,arithmetic,131,70.23,true,152,true,79,2158,true,true,3,3,3
blackscholes,arithmetic,131,60.31,true,152,true,88,2169,true,true,3,3,3
blackscholes,arithmetic,131,51.15,true,152,true,118,2190,true,true,3,3,3
blackscholes,arithmetic,131,44.27,true,152,true,108,1988,true,true,3,3,3
blackscholes,arithmetic,131,41.22,true,152,true,98,2007,true,true,3,3,3
blackscholes,arithmetic,131,32.82,true,152,true,95,1892,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,64,1126,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,62,1192,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,239,5807,true,true,23,23,3
blackscholes,arithmetic,131,-1,true,270,true,80,1235,true,true,6,2,2
blackscholes,arithmetic,131,89.31,true,152,true,142,3881,true,true,23,23,3
blackscholes,arithmetic,131,79.39,true,152,true,138,3842,true,true,23,23,3
blackscholes,arithmetic,131,70.23,true,152,true,90,2161,true,true,13,13,3
blackscholes,arithmetic,131,60.31,true,152,true,78,2137,true,true,13,13,3
blackscholes,arithmetic,131,51.15,true,152,true,118,2186,true,true,13,13,3
blackscholes,arithmetic,131,44.27,true,152,true,116,2014,true,true,13,13,3
blackscholes,arithmetic,131,41.22,true,152,true,101,2016,true,true,13,13,3
blackscholes,arithmetic,131,32.82,true,152,true,93,1905,true,true,13,13,3
blackscholes,arithmetic,131,23.66,true,152,true,62,1125,true,true,13,13,3
blackscholes,arithmetic,131,14.5,true,152,true,61,1191,true,true,13,13,3
blackscholes,arithmetic,131,999,true,270,true,239,5808,true,true,4,4,3
blackscholes,arithmetic,131,-1,true,270,true,67,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,140,3882,true,true,4,4,3
blackscholes,arithmetic,131,79.39,true,152,true,140,3651,true,true,4,4,3
blackscholes,arithmetic,131,69.47,true,152,true,79,2153,true,true,4,4,3
blackscholes,arithmetic,131,59.54,true,152,true,89,2132,true,true,4,4,3
blackscholes,arithmetic,131,50.38,true,152,true,111,2217,true,true,4,4,3
blackscholes,arithmetic,131,43.51,true,152,true,100,2000,true,true,4,4,3
blackscholes,arithmetic,131,40.46,true,152,true,98,1974,true,true,4,4,3
blackscholes,arithmetic,131,32.6,true,152,true,96,1895,true,true,4,4,3
blackscholes,arithmetic,131,22.9,true,152,true,64,1126,true,true,4,4,3
blackscholes,arithmetic,131,13.74,true,152,true,60,1151,true,true,4,4,3
blackscholes,arithmetic,131,999,true,270,true,238,5738,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,67,1146,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,141,3866,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,136,3635,true,true,3,3,3
blackscholes,arithmetic,131,69.47,true,152,true,87,2104,true,true,3,3,3
blackscholes,arithmetic,131,59.54,true,152,true,79,2104,true,true,3,3,3
blackscholes,arithmetic,131,50.38,true,152,true,120,2203,true,true,3,3,3
blackscholes,arithmetic,131,43.51,true,152,true,106,1985,true,true,3,3,3
blackscholes,arithmetic,131,40.46,true,152,true,107,2259,true,true,3,3,3
blackscholes,arithmetic,131,32.6,true,152,true,94,1884,true,true,3,3,3
blackscholes,arithmetic,131,22.9,true,152,true,64,1132,true,true,3,3,3
blackscholes,arithmetic,131,13.74,true,152,true,61,1158,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,237,5773,true,true,5,5,3
blackscholes,arithmetic,131,-1,true,270,true,66,1142,true,true,4,4,3
blackscholes,arithmetic,131,89.31,true,152,true,140,3874,true,true,5,5,3
blackscholes,arithmetic,131,79.39,true,152,true,138,3643,true,true,5,5,3
blackscholes,arithmetic,131,69.47,true,152,true,77,2114,true,true,4,4,3
blackscholes,arithmetic,131,59.54,true,152,true,87,2121,true,true,4,4,3
blackscholes,arithmetic,131,50.38,true,152,true,119,2187,true,true,4,4,3
blackscholes,arithmetic,131,43.51,true,152,true,109,1997,true,true,4,4,3
blackscholes,arithmetic,131,40.46,true,152,true,97,1958,true,true,4,4,3
blackscholes,arithmetic,131,32.6,true,152,true,93,1901,true,true,4,4,3
blackscholes,arithmetic,131,22.9,true,152,true,62,1128,true,true,4,4,3
blackscholes,arithmetic,131,13.74,true,152,true,60,1162,true,true,4,4,3
blackscholes,arithmetic,131,999,true,270,true,240,5807,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,68,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,142,3881,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,134,3650,true,true,3,3,3
blackscholes,arithmetic,131,69.47,true,152,true,90,2156,true,true,3,3,3
blackscholes,arithmetic,131,59.54,true,152,true,90,2132,true,true,3,3,3
blackscholes,arithmetic,131,50.38,true,152,true,119,2170,true,true,3,3,3
blackscholes,arithmetic,131,43.51,true,152,true,106,1983,true,true,3,3,3
blackscholes,arithmetic,131,40.46,true,152,true,97,1971,true,true,3,3,3
blackscholes,arithmetic,131,32.6,true,152,true,93,1891,true,true,3,3,3
blackscholes,arithmetic,131,22.9,true,152,true,62,1126,true,true,3,3,3
blackscholes,arithmetic,131,13.74,true,152,true,61,1151,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,238,5773,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,67,1143,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,141,3878,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,137,3647,true,true,3,3,3
blackscholes,arithmetic,131,69.47,true,152,true,78,2116,true,true,3,3,3
blackscholes,arithmetic,131,59.54,true,152,true,89,2158,true,true,3,3,3
blackscholes,arithmetic,131,50.38,true,152,true,119,2173,true,true,3,3,3
blackscholes,arithmetic,131,43.51,true,152,true,101,1999,true,true,3,3,3
blackscholes,arithmetic,131,40.46,true,152,true,101,2020,true,true,3,3,3
blackscholes,arithmetic,131,32.6,true,152,true,95,1907,true,true,3,3,3
blackscholes,arithmetic,131,22.9,true,152,true,63,1133,true,true,3,3,3
blackscholes,arithmetic,131,13.74,true,152,true,62,1158,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,236,5772,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,68,1143,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,146,3873,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,140,3647,true,true,3,3,3
blackscholes,arithmetic,131,69.47,true,152,true,86,2152,true,true,3,3,3
blackscholes,arithmetic,131,59.54,true,152,true,87,2131,true,true,3,3,3
blackscholes,arithmetic,131,50.38,true,152,true,118,2175,true,true,3,3,3
blackscholes,arithmetic,131,43.51,true,152,true,93,1992,true,true,3,3,3
blackscholes,arithmetic,131,40.46,true,152,true,102,1981,true,true,3,3,3
blackscholes,arithmetic,131,32.6,true,152,true,96,1911,true,true,3,3,3
blackscholes,arithmetic,131,22.9,true,152,true,64,1128,true,true,3,3,3
blackscholes,arithmetic,131,13.74,true,152,true,61,1165,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,239,5806,true,true,13,13,3
blackscholes,arithmetic,131,-1,true,270,true,70,1139,true,false,6,2,2
blackscholes,arithmetic,131,89.31,true,152,true,146,3880,true,true,13,13,3
blackscholes,arithmetic,131,79.39,true,152,true,137,3649,true,true,3,3,3
blackscholes,arithmetic,131,69.47,true,152,true,90,2155,true,true,3,3,3
blackscholes,arithmetic,131,59.54,true,152,true,87,2114,true,true,3,3,3
blackscholes,arithmetic,131,49.62,true,152,true,104,2059,true,true,3,3,3
blackscholes,arithmetic,131,45.4,true,152,true,110,1988,true,true,3,3,3
blackscholes,arithmetic,131,40.46,true,152,true,100,1968,true,true,3,3,3
blackscholes,arithmetic,131,32.82,true,152,true,58,1155,true,true,3,3,3
blackscholes,arithmetic,131,22.9,true,152,true,63,1125,true,true,3,3,3
blackscholes,arithmetic,131,13.74,true,152,true,63,1209,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,239,5773,true,true,5,5,3
blackscholes,arithmetic,131,-1,true,270,true,70,1142,true,true,4,4,3
blackscholes,arithmetic,131,89.31,true,152,true,142,3874,true,true,5,5,3
blackscholes,arithmetic,131,79.39,true,152,true,141,3643,true,true,5,5,3
blackscholes,arithmetic,131,69.47,true,152,true,78,2073,true,true,5,5,3
blackscholes,arithmetic,131,59.54,true,152,true,76,2067,true,true,4,4,3
blackscholes,arithmetic,131,50.38,true,152,true,118,2178,true,true,4,4,3
blackscholes,arithmetic,131,43.51,true,152,true,91,1995,true,true,4,4,3
blackscholes,arithmetic,131,40.46,true,152,true,103,2028,true,true,4,4,3
blackscholes,arithmetic,131,32.6,true,152,true,94,1905,true,true,4,4,3
blackscholes,arithmetic,131,22.9,true,152,true,64,1124,true,true,4,4,3
blackscholes,arithmetic,131,13.74,true,152,true,62,1194,true,true,4,4,3
blackscholes,arithmetic,131,999,true,270,true,241,5806,true,true,4,4,3
blackscholes,arithmetic,131,-1,true,270,true,70,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,144,3881,true,true,4,4,3
blackscholes,arithmetic,131,79.39,true,152,true,150,3842,true,true,4,4,3
blackscholes,arithmetic,131,70.23,true,152,true,92,2458,true,true,4,4,3
blackscholes,arithmetic,131,60.31,true,152,true,87,2075,true,true,3,3,3
blackscholes,arithmetic,131,50.38,true,152,true,90,2104,true,true,3,3,3
blackscholes,arithmetic,131,40.46,true,152,true,112,2040,true,true,3,3,3
blackscholes,arithmetic,131,38.93,true,152,true,96,1949,true,true,3,3,3
blackscholes,arithmetic,131,32.82,true,152,true,99,1824,true,true,3,3,3
blackscholes,arithmetic,131,23.66,true,152,true,63,1125,true,true,3,3,3
blackscholes,arithmetic,131,14.5,true,152,true,62,1196,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,242,5808,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,68,1140,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,142,3882,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,141,3651,true,true,3,3,3
blackscholes,arithmetic,131,69.47,true,152,true,76,2070,true,true,3,3,3
blackscholes,arithmetic,131,59.54,true,152,true,79,2102,true,true,3,3,3
blackscholes,arithmetic,131,50.38,true,152,true,123,2162,true,true,3,3,3
blackscholes,arithmetic,131,43.51,true,152,true,108,1995,true,true,3,3,3
blackscholes,arithmetic,131,40.46,true,152,true,101,2009,true,true,3,3,3
blackscholes,arithmetic,131,32.6,true,152,true,97,1919,true,true,3,3,3
blackscholes,arithmetic,131,22.9,true,152,true,63,1124,true,true,3,3,3
blackscholes,arithmetic,131,13.74,true,152,true,63,1209,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,238,5738,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,71,1146,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,141,3870,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,135,3644,true,true,3,3,3
blackscholes,arithmetic,131,69.47,true,152,true,91,2418,true,true,3,3,3
blackscholes,arithmetic,131,59.54,true,152,true,88,2137,true,true,3,3,3
blackscholes,arithmetic,131,50.38,true,152,true,124,2166,true,true,3,3,3
blackscholes,arithmetic,131,43.51,true,152,true,112,2021,true,true,3,3,3
blackscholes,arithmetic,131,40.46,true,152,true,100,1978,true,true,3,3,3
blackscholes,arithmetic,131,32.6,true,152,true,95,1899,true,true,3,3,3
blackscholes,arithmetic,131,22.9,true,152,true,64,1134,true,true,3,3,3
blackscholes,arithmetic,131,13.74,true,152,true,64,1213,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,242,5808,true,true,15,15,3
blackscholes,arithmetic,131,-1,true,270,true,69,1140,true,true,7,7,3
blackscholes,arithmetic,131,89.31,true,152,true,145,3882,true,true,15,15,3
blackscholes,arithmetic,131,79.39,true,152,true,153,3651,true,true,15,15,3
blackscholes,arithmetic,131,69.47,true,152,true,93,2422,true,true,15,15,3
blackscholes,arithmetic,131,59.54,true,152,true,90,2128,true,true,15,15,3
blackscholes,arithmetic,131,50.38,true,152,true,122,2166,true,true,15,15,3
blackscholes,arithmetic,131,43.51,true,152,true,100,1969,true,true,7,7,3
blackscholes,arithmetic,131,40.46,true,152,true,100,1966,true,true,7,7,3
blackscholes,arithmetic,131,32.6,true,152,true,97,1913,true,true,7,7,3
blackscholes,arithmetic,131,22.9,true,152,true,64,1124,true,true,7,7,3
blackscholes,arithmetic,131,13.74,true,152,true,65,1204,true,true,7,7,3
blackscholes,arithmetic,131,999,true,270,true,238,5756,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,71,1146,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,142,3857,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,143,3641,true,true,3,3,3
blackscholes,arithmetic,131,69.47,true,152,true,91,2436,true,true,3,3,3
blackscholes,arithmetic,131,59.54,true,152,true,87,2118,true,true,3,3,3
blackscholes,arithmetic,131,50.38,true,152,true,121,2162,true,true,3,3,3
blackscholes,arithmetic,131,43.51,true,152,true,103,2032,true,true,3,3,3
blackscholes,arithmetic,131,40.46,true,152,true,99,2000,true,true,3,3,3
blackscholes,arithmetic,131,32.6,true,152,true,97,1907,true,true,3,3,3
blackscholes,arithmetic,131,22.9,true,152,true,64,1130,true,true,3,3,3
blackscholes,arithmetic,131,13.74,true,152,true,62,1195,true,true,3,3,3
blackscholes,arithmetic,131,999,true,270,true,240,5790,true,true,3,3,3
blackscholes,arithmetic,131,-1,true,270,true,71,1143,true,true,3,3,3
blackscholes,arithmetic,131,89.31,true,152,true,144,3864,true,true,3,3,3
blackscholes,arithmetic,131,79.39,true,152,true,136,3648,true,true,3,3,3
blackscholes,arithmetic,131,69.47,true,152,true,90,2417,true,true,3,3,3
blackscholes,arithmetic,131,59.54,true,152,true,88,2120,true,true,3,3,3
blackscholes,arithmetic,131,50.38,true,152,true,125,2198,true,true,3,3,3
blackscholes,arithmetic,131,43.51,true,152,true,109,1987,true,true,3,3,3
blackscholes,arithmetic,131,40.46,true,152,true,101,2016,true,true,3,3,3
blackscholes,arithmetic,131,32.6,true,152,true,95,1880,true,true,3,3,3
blackscholes,arithmetic,131,22.9,true,152,true,64,1122,true,true,3,3,3
blackscholes,arithmetic,131,13.74,true,152,true,63,1195,true,true,3,3,3
blackscholes,arithmetic,131,999,true,271,true,242,5808,true,true,15,15,3
blackscholes,arithmetic,131,-1,true,271,true,70,1140,true,true,7,7,3
blackscholes,arithmetic,131,89.31,true,152,true,142,3882,true,true,15,15,3
blackscholes,arithmetic,131,79.39,true,152,true,142,3651,true,true,15,15,3
blackscholes,arithmetic,131,69.47,true,152,true,91,2445,true,true,15,15,3
blackscholes,arithmetic,131,59.54,true,152,true,88,2128,true,true,15,15,3
blackscholes,arithmetic,131,50.38,true,152,true,122,2156,true,true,15,15,3
blackscholes,arithmetic,131,43.51,true,152,true,110,2016,true,true,7,7,3
blackscholes,arithmetic,131,40.46,true,152,true,102,2021,true,true,15,15,3
blackscholes,arithmetic,131,32.6,true,152,true,96,1890,true,true,7,7,3
blackscholes,arithmetic,131,22.9,true,152,true,64,1124,true,true,7,7,3
